gtp_ligand_id,target_uniprot,gtp_interaction_count,gtp_action_set,gtp_type_set,gtp_selectivity_set,gtp_primary_target_set,gtp_affinity_units_set,gtp_affinity_median_set,gtp_pubmed_ids
10461,P24941,2,Inhibition,Inhibitor,Not Determined,False,pIC50,7.050000190734863|7.699999809265137,
10461,P50750,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
10462,P25103,1,Antagonist,Antagonist,Not Determined,False,pKi,9.239999771118164,16332435
10464,Q06187,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
10466,O00329,1,Inhibition,Inhibitor,Selective,True,pIC50,8.619999885559082,
10467,P50613,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.760000228881836,31064851
10468,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
1047,O88536,1,Full agonist,Agonist,Not Determined,False,pEC50,,15153530
1047,P25089,1,Full agonist,Agonist,,False,pEC50,8.95,15465011
1047,P25090,1,Full agonist,Agonist,Not Determined,False,pEC50,8.46,15465011
10470,P08172,1,Antagonist,Antagonist,Not Determined,False,pKi,9.170000076293944,24844758
10470,P08173,1,Antagonist,Antagonist,Not Determined,False,pKi,9.4399995803833,29860464
10470,P20309,1,Antagonist,Antagonist,Not Determined,False,pKi,8.59000015258789,24844758
10472,P35968,1,Inhibition,Inhibitor,Not Determined,False,pKd,9.0,16720276
10473,P14618,1,Activation,Allosteric modulator,Not Determined,False,pEC50,7.0,
10473,P30613,1,Positive,Allosteric modulator,Not Determined,False,-,,31974203
10474,P06239,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.550000190734863,22734674
10474,P29376,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.600000381469727,22734674
10474,P30530,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.539999961853027,22734674
10474,P36888,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.380000114440918,22734674
10474,P51617,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.239999771118164,22734674
10474,Q12851,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.960000038146973,22734674
10474,Q12866,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.739999771118164,22734674
10474,Q9UM73,1,Inhibition,Inhibitor,Not Determined,False,pKd,9.4399995803833,22734674
10475,P07333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.149999618530273,28004478
10475,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.03000020980835,28004478
10475,P10721,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.399999618530273,28004478
10475,P16234,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.0,28004478
10475,P17948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.100000381469727,28004478
10475,P35916,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.050000190734863,28004478
10475,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.149999618530273,28004478
10475,Q96GD4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.050000190734863,28004478
10476,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
10477,P00533,1,Inhibition,Inhibitor,Not Determined,False,-,,
10478,P30530,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.849999904632568,20145120
10479,Q16873,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.539999961853027,31415176
1048,O88536,1,Full agonist,Agonist,Not Determined,False,pEC50,,23160941|11035102
1048,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,9.0,10586077
1048,P25089,1,Full agonist,Agonist,Not Determined,False,pEC50,8.52,11285256
1048,P25090,1,Full agonist,Agonist,Not Determined,False,pKd,10.130000114440918,10586077
1048,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,9.0,23160941|11035102
10480,Q07889,1,Binding,,Not Determined,False,pIC50,7.679999828338623,30683722
10481,Q08345,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.0,31477924
10481,Q16832,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.630000114440918,31477924
10482,P35372,1,Binding,,Not Determined,False,pKi,5.429999828338623,31498617
10482,P41143,1,Binding,,Not Determined,False,pKi,5.610000133514404,31498617
10482,P41145,1,Binding,,Not Determined,False,pKi,4.920000076293945,31498617
10482,Q96LB2,1,Agonist,Agonist,Not Determined,False,pEC50,7.300000190734863,31498617
10483,O00482,1,Agonist,Agonist,Not Determined,False,pEC50,7.820000171661377,31419141
10484,O00482,2,Agonist,Agonist,Not Determined,False,pEC50,5.820000171661377|6.599999904632568,21391689|31419141
10484,Q13285,1,Agonist,Agonist,Not Determined,False,pEC50,7.5,21391689
10485,P28300,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.050000190734863,31070916
10485,Q9Y4K0,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.820000171661377,31070916
10486,P28300,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.480000019073486,31430136
10486,Q9Y4K0,1,Inhibition,Inhibitor,Selective,True,pIC50,6.820000171661377,31430136
10487,Q14145,2,Binding,,Not Determined,False,pIC50|pKd,5.21999979019165|6.849999904632568,26459563
10488,Q14145,1,Binding,,Not Determined,False,pKd,7.71999979019165,31411465
10489,P42336,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.800000190734863,31465220
10489,P42338,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.119999885559082,31465220
10489,P42345,1,Inhibition,Inhibitor,Selective,True,pKd,7.849999904632568,31465220
10489,Q8NEB9,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.489999771118164,31465220
1049,O14842,1,Full agonist,Agonist,Not Determined,False,pEC50,,12496284|12565875|12629551
1049,Q2AC31,1,Full agonist,Agonist,Not Determined,False,pEC50,5.059999942779541,18320172
1049,Q5NUL3,1,Full agonist,Agonist,Family selective,False,pEC50,5.5,22519963
10490,Q13547,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.860000133514404,31414801
10490,Q8WUI4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.079999923706055,31414801
10490,Q96DB2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.289999961853027,31414801
10490,Q9BY41,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.909999847412109,31414801
10490,Q9UBN7,1,Inhibition,Inhibitor,Selective,True,pIC50,7.920000076293945,31414801
10490,Q9UQL6,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.159999847412109,31414801
10493,P14618,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.599999904632568,31465224
10494,P23219,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.920000076293945,31436984
10494,P34913,2,Inhibition,Inhibitor,Not Determined,False,pIC50|pKd,6.519999980926514|7.239999771118164,31436984
10494,P35354,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.380000114440918,31436984
10495,P05106|P06756,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.100000381469728,24216753
10496,P05106|P06756,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.399999618530273,31497959
10498,O75116,1,Inhibition,Inhibitor,Selective,True,pIC50,9.0,25898023
10498,Q13464,1,Inhibition,Inhibitor,Selective,True,pIC50,9.0,25898023
10499,P35377,1,Antagonist,Antagonist,Not Determined,False,pA2,7.75,16202610
1050,O14842,1,Partial agonist,Agonist,Selective,False,pEC50,7.300000190734863,16702987
1050,Q5NUL3,1,Partial agonist,Agonist,Not Determined,False,pEC50,5.460000038146973,16702987|18827341
10500,P41146,1,Antagonist,Antagonist,Not Determined,False,pKB,7.380000114440918,22994368
10501,P14222,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.349999904632568,31525966
10502,Q99572,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.639999866485596,31525963
10503,Q99572,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.320000171661377,31525963
10504,Q64663,1,Negative,Allosteric modulator,Not Determined,False,pIC50,6.5,20673717
10504,Q99572,3,Antagonist|Binding|Negative,Allosteric modulator|Antagonist,Not Determined,False,pIC50|pKd,6.920000076293945|8.5|8.9399995803833,20673717|27765863|31525963
10505,P00533,1,Binding,Antibody,Selective,True,pKd,8.850000381469727,26260789
10505,P08581,1,Binding,Antibody,Selective,True,pKd,10.399999618530272,26260789
10506,P21728,1,Positive,Allosteric modulator,Selective,True,pEC50,8.640000343322754,31532644
10506,Q61616,1,Positive,Allosteric modulator,Not Determined,False,pEC50,7.210000038146973,31532644
10507,P08581,2,Inhibition,Inhibitor,Not Determined,False,pIC50,7.920000076293945|9.0,
10508,O60502,1,Inhibition,Inhibitor,Not Determined,False,pKi,8.100000381469727,31487175
10508,Q8VIJ5,1,Inhibition,Inhibitor,Not Determined,False,pEC50,7.28000020980835,31487175
10509,O60502,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.679999828338623,18587388
1051,O14842,1,Full agonist,Agonist,Family selective,False,pEC50,,12496284|12629551
1051,P28700,1,Agonist,Agonist,Not Determined,False,-,,10529898|11690641
1051,P57789,1,,Activator,Not Determined,False,-,,10880510
1051,Q6RI86,1,Activation,Activator,Selective,False,pEC50,4.4,22723860
10510,P13612,1,Inhibition,Inhibitor,Not Determined,False,-,,31658381
10511,P05556|P13612,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.239999771118164,
10511,P13612,1,Inhibition,Inhibitor,Not Determined,False,-,,
10511,P13612|P26010,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.479999542236328,
10514,Q12882,1,Inhibition,Inhibitor,Not Determined,False,-,,12617910
10515,O75530,1,Negative,Allosteric modulator,Not Determined,False,pIC50,8.239999771118164,
10516,Q15910,1,Inhibition,Inhibitor,Not Determined,False,pKi,10.0,29211475
10518,P35372,1,Agonist,Agonist,Not Determined,True,pKi,8.960000038146973,31611414
10518,P41143,1,Agonist,Agonist,Not Determined,False,pKi,6.71999979019165,31611414
10518,P41145,1,Agonist,Agonist,Not Determined,False,pKi,6.110000133514404,31611414
10519,Q9BXA5,2,Antagonist,Antagonist,Not Determined,False,pKd|pKi,7.480000019073486|7.760000228881836,31645725
1052,O14842,1,Full agonist,Agonist,Selective,False,pEC50,,12496284|12565875|12629551
1052,P37231,1,Full agonist,Agonist,Non-selective,False,pKd,5.3,11301062|14717706
1052,P41235,1,Full agonist,Agonist,Selective,False,-,,19440305
1052,P57789,1,,Activator,Not Determined,False,-,,10880510
1052,Q14721,2,,Activator|Channel blocker,,False,pEC50|pIC50,5.1|5.6,11546665
1052,Q5NUL3,1,Full agonist,Agonist,Not Determined,False,pEC50,5.89,16702987
1052,Q7Z2W7,1,,Channel blocker,Non-selective,False,-,,
10520,P56817,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.399999618530272,31589043
10520,P56818,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.4399995803833,31589043
10520,P56819,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.210000038146973,31589043
10520,Q9Y5Z0,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.730000019073486,31589043
10521,P21554,1,Inverse agonist,Agonist,Selective,True,pKi,8.640000343322754,27525312
10522,Q96SW2,1,Binding,,Not Determined,False,pIC50,7.269999980926514,26002965
10524,Q16539,1,Inhibition,Inhibitor,Selective,True,pKi,7.0,25676389
10526,P00519,1,Inhibition,Inhibitor,Not Determined,False,pKd,9.460000038146973,31539241
10527,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.819999694824219,31609613
10527,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.260000228881836,31609613
10527,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.889999866485596,31609613
10527,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.460000038146973,31609613
10528,P51449,2,Inverse agonist,Agonist,Not Determined,False,pEC50|pIC50,10.4399995803833|7.619999885559082,31638797
10529,Q9UM73,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.220000267028809,29660984
1053,O14842,1,Full agonist,Agonist,,False,pEC50,5.9,12565875
10530,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.570000171661377,30802347
10530,Q00534,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.980000019073486,30802347
10531,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.300000190734863,30802347
10531,Q00534,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.519999980926514,30802347
10532,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.96999979019165,30802347
10532,Q00534,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.420000076293945,30802347
10533,Q96SW2,1,Binding,,Not Determined,False,pIC50,7.190000057220459,29581585
10534,O60885,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.849999904632568,28673542
10535,Q06187,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.289999961853027,30545835
10536,O15164,1,Binding,,Not Determined,False,pIC50,6.46999979019165,29507391
10537,Q9EQ60,1,Pore blocker,Channel blocker,Not Determined,False,pIC50,5.519999980926514,29576117
10537,Q9Z0Y8,1,Antagonist,Channel blocker,Not Determined,False,pIC50,5.699999809265137,29576117
10539,Q9Y2T6,1,Agonist,Agonist,Not Determined,False,pEC50,5.510000228881836,31675498
1054,O14842,1,Full agonist,Agonist,Not Determined,False,pEC50,,12496284|12565875|12629551
1054,O14939,1,Activation,Activator,Non-selective,False,-,,12374567
1054,Q5NUL3,1,Full agonist,Agonist,Not Determined,False,pEC50,4.699999809265137,22282525
10540,Q9Y2T6,1,Agonist,Agonist,Not Determined,False,pEC50,5.619999885559082,
10541,Q9Y2T6,1,Agonist,Agonist,Not Determined,False,pEC50,6.650000095367432,31675498
10542,Q9Y2T6,1,Agonist,Agonist,Not Determined,False,pEC50,5.690000057220459,31675498
10543,Q9Y2T6,1,Agonist,Agonist,Not Determined,False,pEC50,6.739999771118164,31675498
10545,Q96SW2,1,Binding,,Not Determined,False,pIC50,7.5,28418626
10545,Q9H8M2,1,Binding,,Not Determined,False,pIC50,6.980000019073486,28418626
10546,Q9H8M2,1,Binding,,Not Determined,False,pIC50,7.079999923706055,30431433
10547,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.769999980926514,29251720
10547,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.210000038146973,29251720
10547,P50613,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.400000095367432,29251720
10547,P50750,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.399999618530273,29251720
10548,Q16850,1,Irreversible inhibition,Inhibitor,Not Determined,False,pIC50,6.0,31663733
10549,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.149999618530272,31670517
10549,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.590000152587891,31670517
10549,P36888,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.399999618530273,31670517
10549,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.409999847412109,31670517
1055,O14842,1,Full agonist,Agonist,Not Determined,False,pEC50,,12496284|12565875|12629551
10550,P16109,1,Binding,Antibody,Not Determined,False,pKd,8.229999542236328,
10552,P13569,1,,Activator,Not Determined,False,pEC50,,30334692
10553,P13569,1,Binding,,Not Determined,False,pEC50,7.519999980926514,30334693
10554,O15554,1,Agonist,Activator,Not Determined,False,pEC50,6.949999809265137,24958817
10555,P14618,1,Activation,Activator,Not Determined,False,-,,20451379
10556,P14618,1,Activation,Activator,Not Determined,False,-,,21958545
10557,P35414,1,Agonist,Agonist,Not Determined,False,pEC50,10.029999732971191,31724863
10559,P08684,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.900000095367432,28337324
10559,P10632,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.099999904632568,28337324
10559,P11712,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.070000171661377,28337324
1056,O14842,1,Full agonist,Agonist,,False,pEC50,5.6,12565875
1056,P37231,2,Agonist|Full agonist,Agonist,Selective,True,pKd|pKi,6.920000076293945|7.400000095367432,11720854|9836620|9013583|9454824
1056,Q9HCF6,1,,Channel blocker,Non-selective,False,-,,21406603
1056,Q9UL62,1,Activation,Activator,Not Determined,False,pEC50,4.510000228881836,21406603
10562,P09960,1,Activation,Activator,Not Determined,False,-,,31751136
10563,P36507,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.230000019073486,31730343
10563,Q02750,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.820000171661377,31730343
10564,O60885,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.119999885559082,27274052
10564,P25440,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.329999923706055,27274052
10564,Q15059,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.119999885559082,27274052
10565,P03372,1,Antagonist,Antagonist,Not Determined,False,-,,30990042
10566,P03372,1,Antagonist,Antagonist,Not Determined,False,-,,31721572
10567,P49685,1,Agonist,Agonist,Not Determined,False,pEC50,5.849999904632568,28900043
10567,Q96LB1,1,Agonist,Agonist,Not Determined,False,pEC50,5.71999979019165,35704588
10567,Q96LB2,1,Agonist,Agonist,Not Determined,False,pEC50,4.739999771118164,35704588
10568,P49685,1,Agonist,Agonist,Not Determined,False,pEC50,6.840000152587891,31675498
10569,P32247,1,Agonist,Agonist,Not Determined,False,pEC50,5.659999847412109,31675498
1057,O14842,1,Antagonist,Antagonist,Selective,False,pIC50,6.0,16702987|17200419
10570,Q15743,1,Agonist,Agonist,Not Determined,False,pEC50,6.420000076293945,31675498
10571,Q15743,1,Agonist,Agonist,Not Determined,False,pEC50,5.980000019073486,31675498
10572,Q15743,1,Agonist,Agonist,Not Determined,False,pEC50,5.889999866485596,31675498
10573,P46091,1,Agonist,Agonist,Not Determined,False,pEC50,6.179999828338623,31675498
10574,P30530,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.889999866485596,31867559
10574,P36888,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.269999980926514,31867559
10575,Q92876,1,Inhibition,Inhibitor,Selective,False,pIC50,6.889999866485596,30212625
10576,O60259,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.699999809265137,31675166
10576,Q92876,1,Inhibition,Inhibitor,Selective,False,pIC50,8.600000381469727,31675166
10576,Q9Y5K2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.800000190734863,31675166
10577,P13569,1,Potentiation,Activator,Not Determined,False,-,,31749908|36949202
10578,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.03000020980835,16789742
10578,P48736,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.480000019073486,16789742
10579,P10275,1,Antagonist,Antagonist,Not Determined,False,-,,31804827
1058,O14843,1,Full agonist,Agonist,Not Determined,False,pEC50,,12496283|12711604|14722361|21220428
1058,O15552,1,Full agonist,Agonist,Not Determined,False,pEC50,,12496283|12684041|12711604|21220428
10580,Q9NS75,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.849999904632568,31811124
10581,Q9NS75,1,Antagonist,Antagonist,Not Determined,False,pIC50,5.739999771118164,31811124
10581,Q9Y271,1,Antagonist,Antagonist,Selective,False,pIC50,9.0,31811124
10582,Q9NS75,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.210000038146973,31811124
10582,Q9Y271,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.920000076293945,31811124
10583,P0DTC1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.699999809265137,
10584,P22303,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.800000190734863,25157130
10585,P41597,1,Antagonist,Allosteric modulator,Not Determined,False,pKi,8.800000190734863,31742400
10585,P51681,1,Antagonist,Allosteric modulator,Not Determined,False,pIC50,7.079999923706055,31742400
10586,P41597,1,Antagonist,Allosteric modulator,Not Determined,False,pIC50,7.019999980926514,18599682
10587,Q92633,2,Agonist,Agonist,Not Determined,False,pEC50|pKd,6.619999885559082|7.710000038146973,31790581
10588,P16671,1,Antagonist,Antagonist,Not Determined,False,-,,26994575
10589,P41180,1,Negative,Allosteric modulator,Not Determined,False,pIC50,7.119999885559082,19143533
